product_id,product_name,category,product_weight,fragility_index,shipping_type
259,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1.0,Standard
260,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
261,Bubble Wrap (Minimal Use),"Low-Value Goods, Secondary Protection for Non-Fragile Items",0.5,2.0,Standard
262,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
263,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
264,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
265,Protective Fillers (Paper/Biodegradable),"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",0.2,1.0,Standard
266,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
267,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
268,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
269,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5.0,Heavy
270,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
271,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
272,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
273,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
274,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
275,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
276,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
277,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
278,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
279,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
280,Steel Racks & Containers,"Heavy Industrial Components, High-Security Goods",2.0,5.0,Heavy
281,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
282,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
283,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
284,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
285,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
286,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
287,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
288,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
289,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
290,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
291,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
292,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
293,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
294,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
295,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
296,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
297,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
298,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
299,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
300,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
301,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
302,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
303,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
304,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
305,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
306,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
307,Foldable & Stackable Containers,"Electronics, Medium-Value Goods, Retail Logistics",0.5,2.0,Standard
308,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
309,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
310,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
311,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
312,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
313,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
314,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
315,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
316,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
317,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
318,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
319,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
320,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
321,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
322,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
323,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
324,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
325,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
326,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
327,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
328,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
329,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
330,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
331,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
332,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
333,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
334,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
335,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
336,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
337,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
338,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
339,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
340,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
341,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
342,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
343,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
344,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
345,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
346,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
347,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
348,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
349,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
350,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
351,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
352,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
353,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
354,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
355,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
356,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
357,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
358,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
359,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
360,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
361,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
362,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
363,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
364,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
365,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
366,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
367,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
368,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
369,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
370,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
371,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
372,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
373,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
374,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
375,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
376,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
377,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
378,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
379,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
380,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
381,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
382,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
383,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
384,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
385,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
386,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
387,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
388,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
389,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
390,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
391,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
392,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
393,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
394,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
395,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
396,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
397,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
398,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
399,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
400,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
401,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
402,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
403,Cardboard Boxes,"E-commerce, Food & Beverage, Consumer Goods, Apparel",0.5,2.0,Standard
404,Plastic Totes & Pallets,"Industrial Components, Heavy Machinery, Automotive Parts",0.3,3.0,Standard
