Material ID,Packaging Type,Material Type,Suitable Product Categories,Recommended Packaging Use Cases,Supplier Region,Recyclability (%),Recyclability Category,Recycled Content (%),Reusability (%),Biodegradation Time (days),End-of-Life Disposal (%),Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Sustainability Compliance (%)
MAT_0095,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,100,High,74.0,49.0,90.0,5.0,0.68,0.52,60.0,88.0,5.0,3.0,3.0,3.63,103469.0,862.0,80.0
MAT_0096,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,78.0,50.0,197.0,5.0,0.77,0.47,59.0,83.0,4.0,3.0,4.0,3.87,96646.0,743.0,87.0
MAT_0097,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,97,High,82.0,53.0,291.0,5.0,0.78,0.54,60.0,93.0,5.0,3.0,3.0,2.81,97201.0,880.0,85.0
MAT_0098,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,99,High,94.0,30.0,119.0,4.0,0.55,0.31,64.0,92.0,3.0,3.0,3.0,2.49,76341.0,614.0,78.0
MAT_0099,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,84,Medium,50.0,93.0,19133.0,10.0,1.2,1.54,81.0,84.0,8.0,7.0,7.0,15.74,52785.0,1083.0,93.0
MAT_0100,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,100,High,88.0,29.0,170.0,3.0,0.52,0.28,58.0,93.0,3.0,2.0,3.0,1.5,67350.0,601.0,74.0
MAT_0101,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EMEA,100,High,91.0,33.0,122.0,2.0,0.46,0.31,68.0,91.0,3.0,2.0,2.0,2.02,77375.0,549.0,85.0
MAT_0102,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",LATAM,94,High,68.0,96.0,161962.0,8.0,3.58,3.0,85.0,73.0,8.0,9.0,8.0,25.66,21183.0,5063.0,91.0
MAT_0103,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,80.0,52.0,242.0,5.0,0.79,0.51,60.0,90.0,4.0,4.0,5.0,3.14,103063.0,782.0,88.0
MAT_0104,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,77.0,46.0,187.0,4.0,0.85,0.52,65.0,88.0,6.0,3.0,5.0,2.7,99808.0,719.0,83.0
MAT_0105,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,85,Medium,41.0,86.0,52150.0,13.0,0.92,1.44,79.0,78.0,7.0,9.0,8.0,12.72,59942.0,1268.0,90.0
MAT_0106,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,LATAM,61,Medium,22.0,12.0,71775.0,25.0,1.96,1.4,32.0,60.0,7.0,8.0,6.0,1.46,30357.0,178.0,67.0
MAT_0107,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,86,Medium,50.0,96.0,25270.0,11.0,1.17,1.6,76.0,82.0,7.0,8.0,7.0,14.28,48512.0,1065.0,95.0
MAT_0108,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,92,Medium,43.0,89.0,61952.0,12.0,1.07,1.42,75.0,80.0,8.0,9.0,7.0,12.18,61002.0,1202.0,89.0
MAT_0109,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,94,Medium,44.0,87.0,35850.0,13.0,1.08,1.49,74.0,80.0,8.0,7.0,7.0,11.55,59371.0,1147.0,89.0
MAT_0110,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,92,Medium,48.0,97.0,42939.0,11.0,1.13,1.52,80.0,90.0,7.0,7.0,6.0,14.61,48925.0,1033.0,98.0
MAT_0111,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,77.0,50.0,152.0,5.0,0.76,0.51,60.0,88.0,5.0,3.0,3.0,2.69,101662.0,790.0,83.0
MAT_0112,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",EMEA,95,High,73.0,99.0,75493.0,7.0,3.61,3.15,83.0,72.0,8.0,10.0,9.0,24.63,22295.0,4967.0,89.0
MAT_0113,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,47.0,93.0,66898.0,10.0,1.21,1.38,81.0,87.0,9.0,7.0,6.0,15.71,51480.0,985.0,89.0
MAT_0114,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EMEA,100,High,92.0,33.0,137.0,3.0,0.56,0.29,66.0,95.0,2.0,2.0,4.0,1.96,75069.0,637.0,79.0
MAT_0115,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,94,High,79.0,48.0,154.0,5.0,0.9,0.55,60.0,90.0,5.0,3.0,4.0,3.22,96860.0,862.0,86.0
MAT_0116,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,93,High,79.0,48.0,272.0,5.0,0.9,0.5,58.0,92.0,6.0,4.0,5.0,2.83,99216.0,778.0,92.0
MAT_0117,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,50.0,95.0,30911.0,10.0,1.2,1.39,82.0,85.0,9.0,8.0,7.0,14.68,52156.0,1113.0,97.0
MAT_0118,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,87,Medium,43.0,89.0,68093.0,12.0,1.06,1.48,77.0,81.0,8.0,9.0,8.0,12.01,57077.0,1217.0,92.0
MAT_0119,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,86,Medium,52.0,99.0,25244.0,10.0,1.18,1.43,82.0,82.0,7.0,8.0,7.0,14.41,49673.0,995.0,86.0
MAT_0120,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EMEA,100,High,91.0,33.0,177.0,3.0,0.47,0.3,64.0,96.0,2.0,3.0,4.0,2.2,74542.0,540.0,84.0
MAT_0121,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,80.0,48.0,310.0,5.0,0.8,0.47,61.0,90.0,5.0,4.0,4.0,3.31,103175.0,758.0,93.0
MAT_0122,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,ROW,69,Medium,30.0,12.0,65985.0,25.0,1.96,1.6,31.0,63.0,9.0,9.0,7.0,1.86,30397.0,298.0,69.0
MAT_0123,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,76.0,50.0,332.0,5.0,0.73,0.52,62.0,88.0,5.0,5.0,4.0,2.94,102220.0,740.0,84.0
MAT_0124,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,94,High,72.0,99.0,103598.0,7.0,3.56,2.98,82.0,76.0,9.0,10.0,9.0,24.62,21703.0,5063.0,90.0
MAT_0125,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,82,Medium,48.0,93.0,29304.0,11.0,1.12,1.38,79.0,83.0,7.0,9.0,6.0,15.11,51095.0,966.0,93.0
MAT_0126,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,86,Medium,36.0,92.0,10935.0,13.0,1.06,1.42,75.0,81.0,8.0,7.0,6.0,12.59,62098.0,1250.0,91.0
MAT_0127,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,77.0,53.0,153.0,5.0,0.81,0.51,62.0,84.0,4.0,5.0,4.0,2.83,101569.0,765.0,86.0
MAT_0128,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,93,High,71.0,98.0,99557.0,7.0,3.57,3.13,83.0,75.0,8.0,10.0,8.0,25.68,19707.0,4939.0,94.0
MAT_0129,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,88.0,32.0,176.0,2.0,0.53,0.3,69.0,96.0,2.0,2.0,4.0,2.02,73907.0,597.0,83.0
MAT_0130,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,96,High,83.0,49.0,275.0,6.0,0.85,0.52,65.0,89.0,6.0,4.0,4.0,3.18,100778.0,819.0,92.0
MAT_0131,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,84,Medium,48.0,97.0,41427.0,9.0,1.06,1.48,80.0,87.0,8.0,7.0,7.0,15.76,48866.0,1053.0,97.0
MAT_0132,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,79.0,48.0,101.0,5.0,0.8,0.53,62.0,87.0,6.0,4.0,4.0,3.1,103099.0,753.0,83.0
MAT_0133,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,LATAM,69,Medium,28.0,15.0,50508.0,26.0,1.96,1.46,29.0,61.0,9.0,7.0,6.0,1.33,28859.0,219.0,70.0
MAT_0134,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,99,High,79.0,52.0,242.0,5.0,0.72,0.49,61.0,93.0,5.0,4.0,4.0,2.8,101569.0,824.0,93.0
MAT_0135,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,100,High,84.0,33.0,165.0,3.0,0.54,0.31,64.0,95.0,3.0,1.0,4.0,1.87,76033.0,680.0,80.0
MAT_0136,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,78.0,51.0,200.0,6.0,0.88,0.48,64.0,88.0,5.0,3.0,5.0,3.31,101538.0,816.0,84.0
MAT_0137,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,84.0,52.0,130.0,5.0,0.74,0.51,61.0,90.0,5.0,5.0,4.0,2.94,98083.0,782.0,88.0
MAT_0138,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,84,Medium,51.0,96.0,25227.0,11.0,1.14,1.44,79.0,84.0,8.0,8.0,7.0,14.65,51659.0,1010.0,95.0
MAT_0139,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,85,Medium,38.0,94.0,84260.0,11.0,1.06,1.52,78.0,79.0,8.0,8.0,6.0,12.72,55887.0,1184.0,88.0
MAT_0140,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,80.0,48.0,252.0,5.0,0.81,0.51,64.0,91.0,4.0,4.0,5.0,2.78,100650.0,782.0,85.0
MAT_0141,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",LATAM,94,High,68.0,96.0,153549.0,7.0,3.58,2.98,82.0,75.0,9.0,9.0,9.0,24.96,22070.0,5036.0,87.0
MAT_0142,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,ROW,100,High,88.0,34.0,179.0,3.0,0.58,0.3,64.0,96.0,1.0,2.0,3.0,2.5,76742.0,674.0,78.0
MAT_0143,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,LATAM,62,Medium,23.0,12.0,74533.0,26.0,1.96,1.38,32.0,60.0,7.0,8.0,6.0,1.5,30291.0,257.0,67.0
MAT_0144,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,82,Medium,41.0,87.0,37036.0,12.0,1.06,1.54,72.0,83.0,7.0,7.0,6.0,12.72,57467.0,1176.0,96.0
MAT_0145,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,93,Medium,50.0,92.0,31940.0,11.0,1.21,1.5,78.0,86.0,8.0,7.0,7.0,14.41,47587.0,975.0,89.0
MAT_0146,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,81,Medium,36.0,92.0,62453.0,12.0,0.92,1.49,74.0,77.0,8.0,9.0,8.0,12.28,60352.0,1118.0,90.0
MAT_0147,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,82.0,50.0,154.0,5.0,0.76,0.53,59.0,91.0,4.0,4.0,4.0,2.98,103323.0,737.0,85.0
MAT_0148,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,49.0,94.0,76964.0,10.0,1.06,1.44,83.0,90.0,7.0,7.0,7.0,14.65,49673.0,998.0,92.0
MAT_0149,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,96,High,70.0,98.0,90587.0,8.0,3.64,3.06,85.0,76.0,9.0,10.0,8.0,25.43,21272.0,4976.0,93.0
MAT_0150,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,94,High,87.0,33.0,126.0,2.0,0.56,0.28,67.0,95.0,3.0,3.0,3.0,2.44,71008.0,634.0,84.0
MAT_0151,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,94,Medium,50.0,96.0,40050.0,11.0,1.15,1.52,82.0,90.0,7.0,7.0,7.0,15.25,50106.0,1088.0,96.0
MAT_0152,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,99,High,73.0,98.0,157790.0,8.0,3.58,3.07,85.0,73.0,10.0,9.0,9.0,24.33,20573.0,4938.0,91.0
MAT_0153,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,87,Medium,41.0,89.0,68326.0,12.0,1.0,1.6,73.0,81.0,9.0,8.0,8.0,12.7,60528.0,1117.0,86.0
MAT_0154,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,78.0,47.0,157.0,5.0,0.76,0.51,61.0,90.0,6.0,5.0,5.0,2.77,100871.0,847.0,90.0
MAT_0155,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,85,Medium,50.0,97.0,41427.0,10.0,1.21,1.56,80.0,89.0,9.0,6.0,7.0,14.68,52156.0,989.0,97.0
MAT_0156,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,87,Medium,49.0,95.0,28329.0,10.0,1.16,1.48,81.0,85.0,8.0,9.0,7.0,15.75,47124.0,1030.0,95.0
MAT_0157,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,EU,77,Medium,30.0,12.0,31602.0,25.0,2.05,1.49,30.0,56.0,8.0,8.0,8.0,1.42,31018.0,171.0,70.0
MAT_0158,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,77.0,53.0,101.0,5.0,0.77,0.51,61.0,87.0,6.0,5.0,3.0,2.98,103099.0,886.0,86.0
MAT_0159,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,81,Medium,40.0,92.0,60408.0,12.0,1.0,1.49,75.0,77.0,8.0,9.0,6.0,12.01,57077.0,1087.0,88.0
MAT_0160,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,81.0,49.0,209.0,5.0,0.73,0.55,64.0,91.0,5.0,3.0,3.0,3.06,99778.0,745.0,86.0
MAT_0161,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,99,High,92.0,32.0,152.0,3.0,0.53,0.3,64.0,93.0,2.0,3.0,4.0,2.54,72675.0,567.0,78.0
MAT_0162,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",EMEA,95,High,72.0,99.0,75493.0,8.0,3.48,3.13,88.0,74.0,9.0,9.0,9.0,24.63,22295.0,5028.0,89.0
MAT_0163,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,79.0,53.0,168.0,5.0,0.85,0.51,60.0,94.0,5.0,4.0,5.0,3.37,97003.0,778.0,84.0
MAT_0164,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,88,Medium,48.0,93.0,55740.0,11.0,1.14,1.41,78.0,90.0,7.0,8.0,6.0,14.93,52219.0,1018.0,97.0
MAT_0165,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",EU,86,High,72.0,97.0,113063.0,7.0,3.61,3.09,83.0,73.0,8.0,9.0,9.0,24.22,23853.0,5010.0,84.0
MAT_0166,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81.0,50.0,230.0,5.0,0.86,0.51,62.0,85.0,6.0,3.0,4.0,3.07,98791.0,732.0,83.0
MAT_0167,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EU,98,High,91.0,30.0,165.0,3.0,0.54,0.3,67.0,95.0,3.0,3.0,3.0,2.4,72166.0,569.0,79.0
MAT_0168,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,90,Medium,38.0,88.0,86202.0,12.0,1.06,1.42,75.0,81.0,8.0,7.0,7.0,12.02,60655.0,1239.0,94.0
MAT_0169,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,77,Medium,29.0,8.0,60573.0,26.0,2.02,1.57,32.0,60.0,8.0,9.0,7.0,1.26,30357.0,211.0,70.0
MAT_0170,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,50.0,96.0,22097.0,11.0,1.17,1.45,80.0,86.0,8.0,7.0,6.0,14.65,49673.0,995.0,86.0
MAT_0171,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,87.0,31.0,141.0,3.0,0.51,0.28,68.0,91.0,1.0,2.0,3.0,1.6,73892.0,525.0,85.0
MAT_0172,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,76.0,51.0,332.0,5.0,0.79,0.51,59.0,86.0,4.0,5.0,4.0,2.94,102220.0,740.0,84.0
MAT_0173,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,96,High,77.0,47.0,152.0,5.0,0.79,0.5,60.0,86.0,6.0,5.0,3.0,3.06,99778.0,745.0,86.0
MAT_0174,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,48.0,96.0,33525.0,10.0,1.21,1.4,81.0,87.0,9.0,7.0,6.0,15.74,52785.0,1053.0,97.0
MAT_0175,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,99,High,81.0,52.0,242.0,5.0,0.8,0.52,63.0,93.0,6.0,3.0,5.0,3.14,103063.0,782.0,88.0
MAT_0176,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,88,Medium,36.0,88.0,41490.0,12.0,0.9,1.48,74.0,84.0,7.0,7.0,7.0,12.7,60528.0,1117.0,86.0
MAT_0177,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48.0,93.0,42939.0,11.0,1.14,1.4,77.0,88.0,9.0,7.0,7.0,14.61,48925.0,1033.0,98.0
MAT_0178,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,95,High,77.0,48.0,275.0,5.0,0.92,0.52,65.0,88.0,6.0,4.0,5.0,3.18,100778.0,819.0,92.0
MAT_0179,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,94,High,71.0,97.0,99557.0,8.0,3.58,3.13,83.0,73.0,9.0,9.0,9.0,25.68,19707.0,5063.0,94.0
MAT_0180,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,78,Medium,30.0,8.0,64044.0,26.0,2.07,1.6,33.0,60.0,7.0,8.0,6.0,1.26,30357.0,211.0,70.0
MAT_0181,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77.0,53.0,153.0,5.0,0.8,0.51,62.0,84.0,5.0,5.0,4.0,2.83,101569.0,765.0,86.0
MAT_0182,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,89,Medium,50.0,96.0,28329.0,10.0,1.2,1.37,79.0,85.0,9.0,9.0,7.0,15.75,47124.0,1030.0,95.0
MAT_0183,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,93,Medium,50.0,95.0,30911.0,10.0,1.07,1.48,81.0,86.0,7.0,7.0,6.0,14.68,52156.0,1010.0,95.0
MAT_0184,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,36.0,94.0,40250.0,12.0,0.96,1.48,74.0,78.0,9.0,9.0,6.0,11.84,60648.0,1118.0,96.0
MAT_0185,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,99,High,89.0,31.0,104.0,3.0,0.52,0.29,66.0,91.0,2.0,2.0,3.0,1.96,75069.0,637.0,79.0
MAT_0186,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,81.0,49.0,209.0,5.0,0.85,0.53,61.0,90.0,5.0,3.0,3.0,3.06,99778.0,745.0,86.0
MAT_0187,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,48.0,93.0,33525.0,11.0,1.15,1.53,82.0,90.0,7.0,8.0,6.0,15.74,52785.0,1083.0,93.0
MAT_0188,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,44.0,87.0,35850.0,13.0,1.08,1.48,79.0,83.0,9.0,8.0,8.0,11.55,59371.0,1147.0,89.0
MAT_0189,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",ROW,94,High,72.0,99.0,103598.0,8.0,3.48,2.83,85.0,76.0,8.0,9.0,9.0,24.62,21703.0,5063.0,90.0
MAT_0190,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,49.0,94.0,76964.0,10.0,1.21,1.45,78.0,82.0,8.0,9.0,6.0,14.65,49673.0,998.0,92.0
MAT_0191,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,91,Medium,50.0,96.0,40050.0,10.0,1.08,1.48,81.0,90.0,7.0,7.0,6.0,15.25,50106.0,1088.0,96.0
