Material ID,Packaging Type,Material Type,Suitable Product Categories,Recommended Packaging Use Cases,Supplier Region,Recyclability (%),Recyclability Category,Recycled Content (%),Reusability (%),Biodegradation Time (days),End-of-Life Disposal (%),Carbon Footprint (kg CO2/unit),CO2 Emission per kg (estimated),Waste Reduction Impact (%),Sustainability Target Progress (%),Load Handling Score,Moisture Resistance Score,Thermal Resistance Score,Cost per Unit (USD),Annual Usage (units),Total Material Weight (tons),Supplier Sustainability Compliance (%)
MAT_0115,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,94,High,79,48,154,5,0.9,0.55,60,90,5,3,4,3.22,96860,862,86
MAT_0116,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,93,High,79,48,272,5,0.9,0.5,58,92,6,4,5,2.83,99216,778,92
MAT_0117,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,50,95,30911,10,1.2,1.39,82,85,9,8,7,14.68,52156,1113,97
MAT_0118,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,87,Medium,43,89,68093,12,1.06,1.48,77,81,8,9,8,12.01,57077,1217,92
MAT_0119,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,86,Medium,52,99,25244,10,1.18,1.43,82,82,7,8,7,14.41,49673,995,86
MAT_0120,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EMEA,100,High,91,33,177,3,0.47,0.3,64,96,2,3,4,2.2,74542,540,84
MAT_0121,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,80,48,310,5,0.8,0.47,61,90,5,4,4,3.31,103175,758,93
MAT_0122,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,ROW,69,Medium,30,12,65985,25,1.96,1.6,31,63,9,9,7,1.86,30397,298,69
MAT_0123,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,76,50,332,5,0.73,0.52,62,88,5,5,4,2.94,102220,740,84
MAT_0124,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,94,High,72,99,103598,7,3.56,2.98,82,76,9,10,9,24.62,21703,5063,90
MAT_0125,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EU,82,Medium,48,93,29304,11,1.12,1.38,79,83,7,9,6,15.11,51095,966,93
MAT_0126,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,86,Medium,36,92,10935,13,1.06,1.42,75,81,8,7,6,12.59,62098,1250,91
MAT_0127,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,77,53,153,5,0.81,0.51,62,84,4,5,4,2.83,101569,765,86
MAT_0128,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,93,High,71,98,99557,7,3.57,3.13,83,75,8,10,8,25.68,19707,4939,94
MAT_0129,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,88,32,176,2,0.53,0.3,69,96,2,2,4,2.02,73907,597,83
MAT_0130,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,96,High,83,49,275,6,0.85,0.52,65,89,6,4,4,3.18,100778,819,92
MAT_0131,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,84,Medium,48,97,41427,9,1.06,1.48,80,87,8,7,7,15.76,48866,1053,97
MAT_0132,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,79,48,101,5,0.8,0.53,62,87,6,4,4,3.1,103099,753,83
MAT_0133,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,LATAM,69,Medium,28,15,50508,26,1.96,1.46,29,61,9,7,6,1.33,28859,219,70
MAT_0134,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,99,High,79,52,242,5,0.72,0.49,61,93,5,4,4,2.8,101569,824,93
MAT_0135,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,100,High,84,33,165,3,0.54,0.31,64,95,3,1,4,1.87,76033,680,80
MAT_0136,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,78,51,200,6,0.88,0.48,64,88,5,3,5,3.31,101538,816,84
MAT_0137,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,84,52,130,5,0.74,0.51,61,90,5,5,4,2.94,98083,782,88
MAT_0138,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,84,Medium,51,96,25227,11,1.14,1.44,79,84,8,8,7,14.65,51659,1010,95
MAT_0139,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,85,Medium,38,94,84260,11,1.06,1.52,78,79,8,8,6,12.72,55887,1184,88
MAT_0140,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,80,48,252,5,0.81,0.51,64,91,4,4,5,2.78,100650,782,85
MAT_0141,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",LATAM,94,High,68,96,153549,7,3.58,2.98,82,75,9,9,9,24.96,22070,5036,87
MAT_0142,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,ROW,100,High,88,34,179,3,0.58,0.3,64,96,1,2,3,2.5,76742,674,78
MAT_0143,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,LATAM,62,Medium,23,12,74533,26,1.96,1.38,32,60,7,8,6,1.5,30291,257,67
MAT_0144,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,82,Medium,41,87,37036,12,1.06,1.54,72,83,7,7,6,12.72,57467,1176,96
MAT_0145,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,93,Medium,50,92,31940,11,1.21,1.5,78,86,8,7,7,14.41,47587,975,89
MAT_0146,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,ROW,81,Medium,36,92,62453,12,0.92,1.49,74,77,8,9,8,12.28,60352,1118,90
MAT_0147,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,82,50,154,5,0.76,0.53,59,91,4,4,4,2.98,103323,737,85
MAT_0148,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,90,Medium,49,94,76964,10,1.06,1.44,83,90,7,7,7,14.65,49673,998,92
MAT_0149,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,96,High,70,98,90587,8,3.64,3.06,85,76,9,10,8,25.43,21272,4976,93
MAT_0150,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,94,High,87,33,126,2,0.56,0.28,67,95,3,3,3,2.44,71008,634,84
MAT_0151,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,94,Medium,50,96,40050,11,1.15,1.52,82,90,7,7,7,15.25,50106,1088,96
MAT_0152,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,99,High,73,98,157790,8,3.58,3.07,85,73,10,9,9,24.33,20573,4938,91
MAT_0153,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,87,Medium,41,89,68326,12,1,1.6,73,81,9,8,8,12.7,60528,1117,86
MAT_0154,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,78,47,157,5,0.76,0.51,61,90,6,5,5,2.77,100871,847,90
MAT_0155,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,85,Medium,50,97,41427,10,1.21,1.56,80,89,9,6,7,14.68,52156,989,97
MAT_0156,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,87,Medium,49,95,28329,10,1.16,1.48,81,85,8,9,7,15.75,47124,1030,95
MAT_0157,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,EU,77,Medium,30,12,31602,25,2.05,1.49,30,56,8,8,8,1.42,31018,171,70
MAT_0158,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,77,53,101,5,0.77,0.51,61,87,6,5,3,2.98,103099,886,86
MAT_0159,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,81,Medium,40,92,60408,12,1,1.49,75,77,8,9,6,12.01,57077,1087,88
MAT_0160,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,81,49,209,5,0.73,0.55,64,91,5,3,3,3.06,99778,745,86
MAT_0161,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,99,High,92,32,152,3,0.53,0.3,64,93,2,3,4,2.54,72675,567,78
MAT_0162,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",EMEA,95,High,72,99,75493,8,3.48,3.13,88,74,9,9,9,24.63,22295,5028,89
MAT_0163,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,79,53,168,5,0.85,0.51,60,94,5,4,5,3.37,97003,778,84
MAT_0164,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,88,Medium,48,93,55740,11,1.14,1.41,78,90,7,8,6,14.93,52219,1018,97
MAT_0165,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",EU,86,High,72,97,113063,7,3.61,3.09,83,73,8,9,9,24.22,23853,5010,84
MAT_0166,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,81,50,230,5,0.86,0.51,62,85,6,3,4,3.07,98791,732,83
MAT_0167,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,EU,98,High,91,30,165,3,0.54,0.3,67,95,3,3,3,2.4,72166,569,79
MAT_0168,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,90,Medium,38,88,86202,12,1.06,1.42,75,81,8,7,7,12.02,60655,1239,94
MAT_0169,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,77,Medium,29,8,60573,26,2.02,1.57,32,60,8,9,7,1.26,30357,211,70
MAT_0170,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,50,96,22097,11,1.17,1.45,80,86,8,7,6,14.65,49673,995,86
MAT_0171,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,87,31,141,3,0.51,0.28,68,91,1,2,3,1.6,73892,525,85
MAT_0172,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,76,51,332,5,0.79,0.51,59,86,4,5,4,2.94,102220,740,84
MAT_0173,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,96,High,77,47,152,5,0.79,0.5,60,86,6,5,3,3.06,99778,745,86
MAT_0174,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,48,96,33525,10,1.21,1.4,81,87,9,7,6,15.74,52785,1053,97
MAT_0175,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,99,High,81,52,242,5,0.8,0.52,63,93,6,3,5,3.14,103063,782,88
MAT_0176,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,88,Medium,36,88,41490,12,0.9,1.48,74,84,7,7,7,12.7,60528,1117,86
MAT_0177,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,92,Medium,48,93,42939,11,1.14,1.4,77,88,9,7,7,14.61,48925,1033,98
MAT_0178,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,95,High,77,48,275,5,0.92,0.52,65,88,6,4,5,3.18,100778,819,92
MAT_0179,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,94,High,71,97,99557,8,3.58,3.13,83,73,9,9,9,25.68,19707,5063,94
MAT_0180,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,78,Medium,30,8,64044,26,2.07,1.6,33,60,7,8,6,1.26,30357,211,70
MAT_0181,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77,53,153,5,0.8,0.51,62,84,5,5,4,2.83,101569,765,86
MAT_0182,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,89,Medium,50,96,28329,10,1.2,1.37,79,85,9,9,7,15.75,47124,1030,95
MAT_0183,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,93,Medium,50,95,30911,10,1.07,1.48,81,86,7,7,6,14.68,52156,1010,95
MAT_0184,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,36,94,40250,12,0.96,1.48,74,78,9,9,6,11.84,60648,1118,96
MAT_0185,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,APAC,99,High,89,31,104,3,0.52,0.29,66,91,2,2,3,1.96,75069,637,79
MAT_0186,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,81,49,209,5,0.85,0.53,61,90,5,3,3,3.06,99778,745,86
MAT_0187,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,AMERICAS,90,Medium,48,93,33525,11,1.15,1.53,82,90,7,8,6,15.74,52785,1083,93
MAT_0188,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,44,87,35850,13,1.08,1.48,79,83,9,8,8,11.55,59371,1147,89
MAT_0189,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",ROW,94,High,72,99,103598,8,3.48,2.83,85,76,8,9,9,24.62,21703,5063,90
MAT_0190,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,49,94,76964,10,1.21,1.45,78,82,8,9,6,14.65,49673,998,92
MAT_0191,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,91,Medium,50,96,40050,10,1.08,1.48,81,90,7,7,6,15.25,50106,1088,96
MAT_0192,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,APAC,62,Medium,23,12,74533,25,1.95,1.52,28,59,8,7,7,1.5,30291,257,67
MAT_0193,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,98,High,77,48,252,5,0.88,0.54,64,91,6,4,4,2.78,100650,782,85
MAT_0194,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,86,Medium,41,86,52150,13,1.07,1.46,79,83,8,9,6,12.72,59942,1268,90
MAT_0195,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,88,High,73,98,157790,7,3.67,3.13,83,72,8,10,9,24.33,20573,4938,91
MAT_0196,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,97,High,78,51,332,6,0.85,0.52,65,86,4,3,3,2.94,102220,740,84
MAT_0197,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,ROW,100,High,88,34,179,3,0.56,0.3,69,96,2,3,4,2.5,76742,674,78
MAT_0198,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,94,Medium,47,93,33532,10,1.15,1.47,80,91,9,7,6,14.4,51174,959,97
MAT_0199,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,96,High,84,47,355,5,0.72,0.47,59,90,5,3,3,3.05,102073,901,91
MAT_0200,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,ROW,87,Medium,50,95,31940,11,1.15,1.57,80,86,9,8,7,14.41,47587,975,89
MAT_0201,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,AMERICAS,82,Medium,41,89,69350,12,1.01,1.52,78,83,8,8,7,11.28,62593,1284,90
MAT_0202,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,80,51,230,5,0.73,0.5,62,85,4,4,4,3.07,98791,732,83
MAT_0203,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,LATAM,100,High,78,47,157,5,0.92,0.53,58,90,4,3,3,2.77,100871,847,90
MAT_0204,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,94,Medium,51,96,40031,10,1.13,1.44,79,83,9,9,7,14.59,44696,1041,98
MAT_0205,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,94,Medium,42,94,46640,12,1.06,1.46,75,75,8,8,8,11.69,54650,1189,88
MAT_0206,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,47,97,41427,10,1.18,1.45,82,87,9,7,6,15.76,48866,1053,97
MAT_0207,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,ROW,68,Medium,30,12,65985,25,2.05,1.57,32,63,8,9,6,1.86,30397,298,69
MAT_0208,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,LATAM,84,Medium,40,92,60408,12,1.06,1.43,76,77,9,8,7,12.01,57077,1087,88
MAT_0209,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",APAC,97,High,70,98,90587,8,3.58,3.13,83,76,8,10,10,25.43,21272,4976,93
MAT_0210,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,APAC,90,Medium,52,99,25270,10,1.18,1.42,80,82,7,7,7,14.28,48512,1065,95
MAT_0211,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,77,48,154,5,0.76,0.51,60,91,5,4,4,2.98,103323,737,85
MAT_0212,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,AMERICAS,100,High,85,32,104,2,0.47,0.3,64,95,3,2,3,1.83,78051,715,84
MAT_0213,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,ROW,96,High,81,50,201,5,0.74,0.51,61,90,5,4,4,2.6,99953,717,85
MAT_0214,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,84,Medium,42,89,50911,11,0.92,1.38,77,82,7,8,8,11.34,60692,1224,90
MAT_0215,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,82,Medium,48,93,29304,11,1.18,1.52,79,83,7,9,7,15.11,51095,966,93
MAT_0216,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,97,High,75,44,211,5,0.85,0.5,61,89,5,4,4,3.77,98647,753,93
MAT_0217,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,93,Medium,50,97,32911,10,1.2,1.52,80,90,8,7,7,14.55,46054,1003,100
MAT_0218,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,92,30,141,3,0.5,0.3,65,93,2,2,3,1.6,73892,525,85
MAT_0219,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,EMEA,95,Medium,50,96,25244,11,1.18,1.46,78,82,8,7,7,14.41,49673,995,86
MAT_0220,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,99,High,78,50,197,5,0.77,0.48,59,83,5,4,4,3.87,96646,743,87
MAT_0221,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EMEA,100,High,80,48,252,6,0.76,0.5,64,91,4,4,4,2.78,100650,782,85
MAT_0222,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,EU,95,Medium,42,87,37036,13,0.92,1.47,72,83,9,9,7,12.72,57467,1176,96
MAT_0223,Protective Fillers (Paper/Biodegradable),Paper/Bio-Based,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection",Void-fill and cushioning for fragile products,LATAM,100,High,91,33,122,2,0.5,0.29,68,91,1,2,3,2.02,77375,549,85
MAT_0224,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,96,High,82,50,154,5,0.85,0.5,60,90,5,3,4,3.22,96860,862,86
MAT_0225,Bubble Wrap (Minimal Use),Plastic,"Low-Value Goods, Secondary Protection for Non-Fragile Items",Surface protection during transit; minimal void-fill,LATAM,73,Medium,30,12,31602,26,1.96,1.4,30,56,9,7,6,1.42,31018,171,70
MAT_0226,Foldable & Stackable Containers,Plastic,"Electronics, Medium-Value Goods, Retail Logistics",Cross-docking and returnable packaging programs,APAC,85,Medium,38,87,52407,12,0.92,1.47,75,81,9,9,7,12.45,56902,1222,97
MAT_0227,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,APAC,99,High,83,49,275,6,0.81,0.5,65,89,5,3,5,3.18,100778,819,92
MAT_0228,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,EU,100,High,80,50,230,5,0.73,0.49,60,85,5,5,4,3.07,98791,732,83
MAT_0229,Plastic Totes & Pallets,Plastic,"Industrial Components, Heavy Machinery, Automotive Parts",Closed-loop logistics and bulk material handling,LATAM,90,Medium,48,99,42997,10,1.21,1.52,76,82,9,7,7,14.94,48860,978,86
MAT_0230,Steel Racks & Containers,Steel,"Heavy Industrial Components, High-Security Goods","Secure, high-load international shipping and long-term storage",AMERICAS,88,High,71,97,99557,8,3.6,3.02,83,73,9,9,10,25.68,19707,5063,94
MAT_0231,Cardboard Boxes,Cardboard,"E-commerce, Food & Beverage, Consumer Goods, Apparel",Last-mile delivery and primary e-commerce packaging,AMERICAS,97,High,77,48,250,5,0.72,0.5,61,90,5,4,4,3.39,100328,741,87
