material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level
239.0,Wheat Straw Molded Fiber,12.0,8.0,92.0,0.42,75.0,52.0,Produce Packaging,Estimate,Medium
240.0,Kenaf Fiber Board,22.0,14.0,85.0,1.2,70.0,90.0,Display Packaging,Estimate,Medium
241.0,Bagasse-Kenaf Blend Board,18.0,12.0,88.0,1.0,72.0,80.0,Food & Retail Packs,Estimate,Medium
242.0,Bio-based Nylon Film,70.0,15.0,10.0,4.0,60.0,180.0,High Barrier Packs,Estimate,Medium
243.0,Bio-based Nylon Laminate,72.0,16.0,10.0,4.1,60.0,190.0,Retort Pouches,Estimate,Medium
244.0,Paper-Nylon Laminate,25.0,18.0,5.0,3.5,55.0,150.0,High Barrier Pouches,Estimate,Medium
245.0,Recycled Aluminum Sheet,70.0,20.0,1.0,4.0,98.0,130.0,General Packaging,Estimate,Medium
246.0,Aluminum-Cardboard Composite,40.0,18.0,5.0,5.0,70.0,140.0,Liquid Cartons,Estimate,Medium
247.0,Aluminum-PET Laminate,55.0,20.0,1.0,6.0,30.0,150.0,Snack Packs,Literature,High
248.0,Recycled Aluminum-PET Laminate,55.0,20.0,1.0,4.5,50.0,145.0,Snack Packs,Estimate,Medium
249.0,Mono-material PE Pouch,45.0,12.0,1.0,2.5,50.0,80.0,Recyclable Pouches,Literature,High
250.0,Mono-material PP Pouch,48.0,13.0,1.0,2.4,55.0,82.0,Recyclable Pouches,Estimate,Medium
251.0,Mono-material PET Pouch,52.0,14.0,1.0,3.2,60.0,90.0,Recyclable Pouches,Estimate,Medium
252.0,Paper-based Pouch with Dispersion Barrier,20.0,10.0,60.0,1.1,75.0,95.0,Snacks,Estimate,Medium
253.0,Paper-based Pouch with Bio-coating,18.0,9.0,65.0,1.0,78.0,98.0,Snacks,Estimate,Medium
254.0,Recycled Paper-based Pouch,17.0,9.0,70.0,0.9,85.0,92.0,Dry Foods,Estimate,Medium
255.0,Cellulose Film,30.0,7.0,85.0,0.7,70.0,110.0,Confectionery,Literature,High
256.0,Regenerated Cellulose Film,32.0,8.0,80.0,0.75,70.0,115.0,Confectionery,Estimate,Medium
257.0,Cellulose-BioPE Laminate,35.0,9.0,60.0,1.2,68.0,120.0,Snacks,Estimate,Medium
258.0,Home Compostable Cellulose Film,28.0,6.0,90.0,0.65,72.0,105.0,Food Packaging,Estimate,Medium
259.0,PLA-Cellulose Blend Film,40.0,9.0,85.0,0.6,70.0,118.0,Food Packaging,Estimate,Medium
260.0,HDPE-Net Bag,20.0,12.0,1.0,3.0,40.0,70.0,Fruit Nets,Literature,High
261.0,Recycled HDPE-Net Bag,20.0,12.0,1.0,2.1,60.0,75.0,Fruit Nets,Estimate,Medium
262.0,Jute-PP Hybrid Bag,28.0,16.0,70.0,2.0,45.0,85.0,Rice & Grain Bags,Estimate,Medium
263.0,Paper-PP Hybrid Bag,25.0,14.0,50.0,2.1,50.0,80.0,Rice & Flour Bags,Estimate,Medium
264.0,Multiwall Paper Bag,18.0,16.0,70.0,1.2,85.0,60.0,Industrial Powders,Literature,High
265.0,Recycled Multiwall Paper Bag,18.0,16.0,75.0,1.0,90.0,55.0,Industrial Powders,Estimate,Medium
266.0,PE-lined Paper Bag,20.0,18.0,5.0,2.6,65.0,70.0,Cement/Grain,Estimate,Medium
267.0,BioPE-lined Paper Bag,20.0,18.0,20.0,1.9,70.0,85.0,Cement/Grain,Estimate,Medium
268.0,PLA-lined Paper Bag,18.0,16.0,60.0,1.2,72.0,90.0,Dry Foods,Estimate,Medium
269.0,Glass Jar,85.0,20.0,0.0,2.4,95.0,115.0,Food/Cosmetics,Literature,High
270.0,Recycled Glass Jar,85.0,20.0,0.0,2.0,98.0,110.0,Food/Cosmetics,Estimate,Medium
271.0,Lightweight Glass Jar,80.0,16.0,0.0,2.2,95.0,110.0,Spreads & Sauces,Estimate,Medium
272.0,Tempered Glass Jar,95.0,22.0,0.0,2.6,95.0,125.0,Premium Foods,Estimate,Medium
273.0,Glass Ampoule,70.0,8.0,0.0,2.3,95.0,130.0,Pharma,Estimate,Medium
274.0,Returnable Glass Crate,60.0,25.0,0.0,3.0,90.0,100.0,Beverage Logistics,Estimate,Medium
275.0,Wooden Crate,25.0,30.0,60.0,2.5,60.0,90.0,Fruit & Vegetables,Literature,High
276.0,Recycled Wood Crate,25.0,30.0,60.0,1.8,70.0,85.0,Fruit & Vegetables,Estimate,Medium
277.0,Plywood Crate,30.0,35.0,50.0,3.0,50.0,95.0,Heavy Machinery,Estimate,Medium
278.0,OSB Wood Crate,28.0,32.0,55.0,2.8,55.0,92.0,General Cargo,Estimate,Medium
279.0,Bio-based PU Foam,16.0,11.0,30.0,3.0,40.0,90.0,Protective Packaging,Estimate,Medium
280.0,Recycled PU Foam,16.0,11.0,0.0,2.5,50.0,70.0,Furniture & Packs,Estimate,Medium
281.0,Cork Block,20.0,10.0,95.0,0.8,70.0,85.0,Protective Inserts,Estimate,Medium
282.0,Cork Sheet,18.0,9.0,95.0,0.75,70.0,80.0,Bottle Gaskets,Estimate,Medium
283.0,Recycled Rubber Cushion,18.0,12.0,0.0,2.0,50.0,60.0,Shock Absorption,Estimate,Medium
284.0,Virgin Rubber Cushion,20.0,14.0,0.0,2.5,40.0,70.0,Shock Absorption,Estimate,Medium
285.0,Paper-Rubber Hybrid Pad,15.0,10.0,50.0,1.5,55.0,65.0,Shock & Vibration,Estimate,Medium
286.0,Organic Cotton Pouch,18.0,7.0,95.0,0.5,75.0,110.0,Small Goods,Estimate,Medium
287.0,Recycled Cotton Pouch,17.0,7.0,90.0,0.45,80.0,95.0,Small Goods,Estimate,Medium
288.0,Linen Bag,22.0,10.0,95.0,0.55,78.0,105.0,Fashion Packaging,Estimate,Medium
289.0,Bio-based Polyester Fabric,25.0,12.0,20.0,2.0,50.0,120.0,Textile Bags,Estimate,Medium
290.0,Recycled Polyester Fabric,25.0,12.0,1.0,1.8,70.0,100.0,Textile Bags,Estimate,Medium
291.0,Paper Tube - Thin Wall,14.0,8.0,75.0,0.9,90.0,50.0,Cosmetic Packaging,Estimate,Medium
292.0,Paper Tube - Thick Wall,18.0,12.0,70.0,1.0,88.0,60.0,Powder Packs,Estimate,Medium
293.0,Recycled Paper Tube,16.0,10.0,80.0,0.8,92.0,55.0,Gift Packs,Estimate,Medium
294.0,PLA-Coated Paper Tube,17.0,10.0,60.0,0.95,80.0,70.0,Cosmetics,Estimate,Medium
295.0,BioPE-Coated Paper Tube,18.0,11.0,25.0,1.2,78.0,75.0,Cosmetics,Estimate,Medium
296.0,PE Foam Sheet,18.0,12.0,1.0,3.0,30.0,60.0,Surface Protection,Literature,High
297.0,Recycled PE Foam Sheet,18.0,12.0,1.0,2.2,50.0,63.0,Surface Protection,Estimate,Medium
298.0,Bio-based PE Foam Sheet,16.0,11.0,15.0,1.8,55.0,75.0,Protective Packaging,Estimate,Medium
299.0,PET Foam Sheet,20.0,13.0,1.0,3.5,40.0,80.0,High Performance Packs,Estimate,Medium
300.0,EVA Foam Sheet,18.0,12.0,1.0,3.2,30.0,65.0,Protective Packaging,Estimate,Medium
301.0,PLA Foam Sheet,14.0,9.0,80.0,1.0,60.0,90.0,Protective Packaging,Estimate,Medium
302.0,Starch Loose Fill Pellets,10.0,7.0,95.0,0.5,60.0,70.0,Void Fill,Literature,High
303.0,Paper Loose Fill,8.0,6.0,90.0,0.7,88.0,50.0,Void Fill,Estimate,Medium
304.0,Recycled Paper Loose Fill,8.0,6.0,92.0,0.6,92.0,48.0,Void Fill,Estimate,Medium
305.0,PLA Loose Fill,12.0,8.0,85.0,0.8,60.0,80.0,Void Fill,Estimate,Medium
306.0,Molded Starch Foam,14.0,9.0,90.0,0.9,55.0,85.0,Protective Packaging,Estimate,Medium
307.0,Coated Kraft Paper Sack,18.0,16.0,60.0,1.3,75.0,65.0,Industrial Goods,Estimate,Medium
308.0,Recycled Kraft Paper Sack,16.0,14.0,70.0,1.0,85.0,60.0,Industrial Goods,Estimate,Medium
309.0,BioBarrier Coated Sack,17.0,15.0,65.0,1.1,78.0,72.0,Food Powders,Estimate,Medium
310.0,Paper-Clay Composite Board,20.0,16.0,80.0,1.4,70.0,85.0,Display,Estimate,Medium
311.0,Paper-Mineral Composite Board,22.0,18.0,75.0,1.6,65.0,90.0,Print Packaging,Estimate,Medium
312.0,Recycled Paper-Mineral Board,20.0,17.0,78.0,1.3,72.0,82.0,Print Packaging,Estimate,Medium
313.0,HDPE Bottle - Virgin,65.0,18.0,1.0,3.1,55.0,85.0,Food/Cosmetics,Literature,High
314.0,HDPE Bottle - Recycled,65.0,18.0,1.0,2.0,70.0,82.0,Food/Cosmetics,Estimate,Medium
315.0,PP Bottle - Virgin,55.0,16.0,1.0,2.6,45.0,80.0,Personal Care,Literature,High
316.0,PP Bottle - Recycled,55.0,16.0,1.0,1.9,60.0,76.0,Personal Care,Estimate,Medium
317.0,PET Bottle - Virgin,60.0,18.0,1.0,3.0,50.0,80.0,Beverages,Literature,High
318.0,PET Bottle - Recycled Blend,60.0,18.0,1.0,2.0,70.0,82.0,Beverages,Estimate,Medium
319.0,Glass Dropper Bottle,70.0,10.0,0.0,2.4,95.0,130.0,Cosmetics,Estimate,Medium
320.0,Aluminum Dropper Bottle,65.0,9.0,1.0,7.0,90.0,140.0,Cosmetics,Estimate,Medium
321.0,Steel Drum,85.0,40.0,0.0,8.0,90.0,120.0,Bulk Liquids,Literature,High
322.0,Reconditioned Steel Drum,85.0,40.0,0.0,5.0,95.0,110.0,Bulk Liquids,Estimate,Medium
323.0,HDPE Drum,70.0,35.0,1.0,4.0,50.0,100.0,Bulk Liquids,Estimate,Medium
324.0,Recycled HDPE Drum,70.0,35.0,1.0,3.0,65.0,95.0,Bulk Liquids,Estimate,Medium
325.0,IBCs (HDPE Steel Cage),80.0,100.0,1.0,10.0,60.0,200.0,Bulk Liquids,Estimate,Medium
326.0,Wooden Pallet - New,30.0,1000.0,60.0,3.0,60.0,80.0,Logistics,Literature,High
327.0,Wooden Pallet - Recycled,30.0,1000.0,60.0,2.0,75.0,70.0,Logistics,Estimate,Medium
328.0,Plastic Pallet - HDPE,40.0,1200.0,1.0,5.0,50.0,120.0,Logistics,Estimate,Medium
329.0,Recycled Plastic Pallet,40.0,1200.0,1.0,3.5,65.0,110.0,Logistics,Estimate,Medium
330.0,Paper Pallet,25.0,800.0,75.0,1.5,70.0,90.0,Logistics,Estimate,Medium
331.0,Bio-based Plastic Pallet,38.0,1100.0,20.0,3.5,55.0,130.0,Logistics,Estimate,Medium
332.0,Aluminum Pallet,45.0,1500.0,1.0,12.0,85.0,240.0,Logistics,Estimate,Medium
333.0,Mono-material PE Shrink Film,40.0,12.0,1.0,2.4,50.0,70.0,Shrink Bundling,Literature,High
334.0,Recycled PE Shrink Film,40.0,12.0,1.0,1.8,65.0,68.0,Shrink Bundling,Estimate,Medium
335.0,Mono-material PP Shrink Film,42.0,13.0,1.0,2.3,55.0,72.0,Shrink Bundling,Estimate,Medium
336.0,Bio-based Shrink Film,35.0,11.0,20.0,1.6,55.0,90.0,Shrink Bundling,Estimate,Medium
337.0,PaperStrap,20.0,15.0,80.0,0.9,85.0,60.0,Bundle Strapping,Estimate,Medium
338.0,PP Strap,55.0,20.0,1.0,2.5,30.0,50.0,Bundle Strapping,Literature,High
339.0,Recycled PP Strap,55.0,20.0,1.0,1.8,50.0,48.0,Bundle Strapping,Estimate,Medium
340.0,Polyester Strap (PET),65.0,25.0,1.0,3.0,40.0,70.0,Heavy Strapping,Estimate,Medium
341.0,Recycled PET Strap,65.0,25.0,1.0,2.0,60.0,68.0,Heavy Strapping,Estimate,Medium
342.0,Steel Strap,80.0,30.0,0.0,6.0,90.0,90.0,Heavy Strapping,Literature,High
343.0,Bio-based Strap,40.0,12.0,30.0,1.7,60.0,80.0,Light Bundling,Estimate,Medium
344.0,Paper Tape - Virgin,12.0,5.0,80.0,0.8,85.0,40.0,Box Sealing,Literature,High
345.0,Paper Tape - Recycled,12.0,5.0,82.0,0.6,90.0,38.0,Box Sealing,Estimate,Medium
346.0,Plastic Tape - PP,25.0,6.0,1.0,2.3,30.0,35.0,Box Sealing,Literature,High
347.0,Plastic Tape - Recycled,25.0,6.0,1.0,1.7,50.0,34.0,Box Sealing,Estimate,Medium
348.0,Bio-based Plastic Tape,22.0,6.0,30.0,1.5,45.0,45.0,Box Sealing,Estimate,Medium
349.0,Water-activated Paper Tape,14.0,6.0,80.0,0.9,88.0,42.0,Box Sealing,Estimate,Medium
350.0,Compostable Tape,18.0,6.0,85.0,0.7,60.0,55.0,Box Sealing,Estimate,Medium
351.0,Virgin Cardboard - E-commerce Light,14.0,12.0,5.0,1.12,90.0,44.0,E-commerce,Estimate,Medium
352.0,Virgin Cardboard - E-commerce Heavy,18.0,20.0,5.0,1.2,90.0,48.0,E-commerce,Estimate,Medium
353.0,Recycled Cardboard - E-commerce Light,14.0,12.0,5.0,0.78,95.0,39.0,E-commerce,Estimate,Medium
354.0,Recycled Cardboard - E-commerce Heavy,18.0,20.0,5.0,0.85,95.0,44.0,E-commerce,Estimate,Medium
355.0,Virgin Cardboard - White Top,16.0,15.0,5.0,1.16,88.0,47.0,Display Boxes,Estimate,Medium
356.0,Recycled Cardboard - White Top,16.0,15.0,5.0,0.86,92.0,42.0,Display Boxes,Estimate,Medium
357.0,High-strength Virgin Cardboard,20.0,25.0,5.0,1.25,88.0,52.0,Industrial,Estimate,Medium
358.0,High-strength Recycled Cardboard,20.0,25.0,5.0,0.9,93.0,48.0,Industrial,Estimate,Medium
359.0,Low-density Virgin Cardboard,12.0,10.0,5.0,1.05,92.0,40.0,Light Goods,Estimate,Medium
360.0,Low-density Recycled Cardboard,12.0,10.0,5.0,0.76,96.0,36.0,Light Goods,Estimate,Medium
361.0,Recycled Paper - Newsprint,4.0,4.0,5.0,0.55,90.0,25.0,Void Fill/Wrap,Estimate,Medium
362.0,Recycled Paper - High Bright,5.0,5.0,5.0,0.6,88.0,32.0,Print Inserts,Estimate,Medium
363.0,Virgin Paper - High Bright,6.0,5.0,5.0,0.95,80.0,38.0,Print Inserts,Estimate,Medium
364.0,Recycled Paper - Tissue,3.0,3.0,5.0,0.5,92.0,20.0,Protective Wrap,Estimate,Medium
365.0,Virgin Paper - Tissue,3.0,3.0,5.0,0.85,85.0,22.0,Protective Wrap,Estimate,Medium
366.0,Virgin Paper - Board,10.0,8.0,5.0,1.1,82.0,40.0,Cartons,Estimate,Medium
367.0,Recycled Paper - Board,10.0,8.0,5.0,0.8,90.0,35.0,Cartons,Estimate,Medium
368.0,Virgin Paper - Beer Carrier Board,12.0,10.0,5.0,1.2,80.0,45.0,Multipacks,Estimate,Medium
369.0,Recycled Paper - Beer Carrier Board,12.0,10.0,5.0,0.9,88.0,40.0,Multipacks,Estimate,Medium
370.0,Virgin Paper - Liquid Packaging Board,14.0,12.0,5.0,1.3,78.0,55.0,Cartons,Estimate,Medium
371.0,PLA Bioplastic - High Heat,55.0,11.0,70.0,0.7,60.0,135.0,Hot Fill Packs,Estimate,Medium
372.0,PLA Bioplastic - Cold Chain,50.0,10.0,85.0,0.5,70.0,125.0,Cold Foods,Estimate,Medium
373.0,PLA Bioplastic - Fiber-filled,60.0,12.0,75.0,0.8,65.0,140.0,Durables,Estimate,Medium
374.0,PLA Bioplastic - Mineral-filled,65.0,14.0,70.0,0.9,60.0,145.0,Durables,Estimate,Medium
375.0,PLA Bioplastic - Flex-rigid Blend,52.0,11.0,80.0,0.6,68.0,130.0,General Packaging,Estimate,Medium
376.0,Compostable Plastic - Home Compost Low Temp,35.0,7.0,90.0,0.55,68.0,108.0,Food Wrap,Estimate,Medium
377.0,Compostable Plastic - Industrial High Temp,45.0,9.0,80.0,0.65,70.0,115.0,Food Packs,Estimate,Medium
378.0,Compostable Plastic - Transparent Film,32.0,7.0,85.0,0.6,65.0,104.0,Window Packs,Estimate,Medium
379.0,Compostable Plastic - Opaque Film,34.0,8.0,85.0,0.62,65.0,106.0,General Wraps,Estimate,Medium
380.0,Compostable Plastic - Coated Paper Barrier,30.0,8.0,80.0,0.7,70.0,110.0,Snack Packs,Estimate,Medium
381.0,Conventional Plastic PET - High Barrier,65.0,16.0,1.0,3.3,45.0,90.0,Retort Packs,Estimate,Medium
382.0,Conventional Plastic PET - Metallized,60.0,15.0,1.0,3.5,40.0,95.0,Snack Packs,Estimate,Medium
383.0,Conventional Plastic PET - Silica Coated,62.0,16.0,1.0,3.4,45.0,100.0,High Barrier Films,Estimate,Medium
384.0,Conventional Plastic PET - Reheat Clear,64.0,18.0,1.0,3.2,50.0,85.0,Bottle Preforms,Estimate,Medium
385.0,Conventional Plastic PET - Thick Sheet,70.0,20.0,1.0,3.6,45.0,110.0,Thermoforming,Estimate,Medium
386.0,Conventional Plastic HDPE - Pipe Grade,80.0,25.0,1.0,3.4,50.0,95.0,Pipe/Conduit,Estimate,Medium
387.0,Conventional Plastic HDPE - Blow Fill,68.0,20.0,1.0,3.1,55.0,87.0,Blow Bottles,Estimate,Medium
388.0,Conventional Plastic HDPE - High MFI,60.0,16.0,1.0,3.0,55.0,83.0,Thin Wall,Estimate,Medium
389.0,Conventional Plastic HDPE - Low MFI,70.0,22.0,1.0,3.3,50.0,90.0,Heavy Containers,Estimate,Medium
390.0,Conventional Plastic HDPE - Film LL Blend,58.0,16.0,1.0,2.9,50.0,80.0,Shopping Bags,Estimate,Medium
391.0,Recycled PET - Food Grade,60.0,15.0,1.0,1.9,80.0,95.0,Food Packs,Estimate,Medium
392.0,Recycled PET - Non Food Grade,60.0,15.0,1.0,1.7,75.0,85.0,Fibers/Straps,Estimate,Medium
393.0,Recycled PET - Fiber Grade,58.0,14.0,1.0,1.6,70.0,82.0,Textiles,Estimate,Medium
394.0,Recycled PET - Sheet High Recycled Content,60.0,15.0,1.0,1.6,80.0,92.0,Trays,Estimate,Medium
395.0,Recycled PET - Bottle Grade High Recycled,60.0,15.0,1.0,1.5,85.0,98.0,Bottles,Estimate,Medium
396.0,Sugarcane Bagasse - Hot Cup Liner,10.0,6.0,88.0,0.42,75.0,55.0,Hot Drinks,Estimate,Medium
397.0,Sugarcane Bagasse - Cold Cup Liner,10.0,6.0,90.0,0.4,78.0,52.0,Cold Drinks,Estimate,Medium
398.0,Sugarcane Bagasse - Heavy Plate,15.0,9.0,85.0,0.45,78.0,58.0,Food Service,Estimate,Medium
399.0,Sugarcane Bagasse - Compartment Tray,14.0,10.0,88.0,0.43,80.0,57.0,Meal Trays,Estimate,Medium
400.0,Sugarcane Bagasse - Lid,11.0,7.0,90.0,0.41,80.0,53.0,Food Trays,Estimate,Medium
401.0,Wood Pulp Molded Fiber - Phone Insert,9.0,5.0,88.0,0.48,75.0,54.0,Electronics,Literature,High
402.0,Wood Pulp Molded Fiber - Laptop Insert,11.0,7.0,85.0,0.52,73.0,58.0,Electronics,Estimate,Medium
403.0,Wood Pulp Molded Fiber - TV Frame,12.0,8.0,82.0,0.55,70.0,60.0,Electronics,Estimate,Medium
404.0,Wood Pulp Molded Fiber - Bottle Pack,10.0,6.0,86.0,0.5,75.0,56.0,Beverage,Estimate,Medium
405.0,Wood Pulp Molded Fiber - Cosmetic Insert,8.0,4.0,90.0,0.47,78.0,52.0,Cosmetics,Estimate,Medium
406.0,Corrugated Paperboard - BC Flute,18.0,25.0,5.0,1.25,90.0,50.0,Shipping,Literature,High
407.0,Corrugated Paperboard - EB Flute,17.0,22.0,5.0,1.22,92.0,49.0,Display,Estimate,Medium
408.0,Corrugated Paperboard - E Flute,15.0,18.0,5.0,1.15,92.0,46.0,Small Packs,Estimate,Medium
409.0,Corrugated Paperboard - F Flute,14.0,16.0,5.0,1.12,92.0,44.0,Micro Packs,Estimate,Medium
410.0,Corrugated Paperboard - RSC Box Board,16.0,20.0,5.0,1.2,92.0,48.0,Regular Slotted,Estimate,Medium
411.0,Cotton Fabric Wrap - Gift Grade,19.0,8.0,90.0,0.6,70.0,100.0,Gift Wrap,Estimate,Medium
412.0,Cotton Fabric Wrap - Industrial,22.0,10.0,88.0,0.65,65.0,95.0,Industrial Wrap,Estimate,Medium
413.0,Cotton Fabric Wrap - Printed Premium,20.0,8.0,88.0,0.62,68.0,110.0,Premium Packaging,Estimate,Medium
414.0,Cotton Fabric Wrap - Dyed,21.0,9.0,88.0,0.63,68.0,105.0,Brand Wraps,Estimate,Medium
415.0,Cotton Fabric Wrap - Recycled Blend,18.0,7.0,92.0,0.55,75.0,90.0,General Wraps,Estimate,Medium
416.0,Jute Bag - Retail,24.0,11.0,95.0,0.5,85.0,88.0,Retail Bags,Estimate,Medium
417.0,Jute Bag - Supermarket,26.0,13.0,95.0,0.52,85.0,92.0,Shopping Bags,Estimate,Medium
418.0,Jute Bag - Promotional,23.0,10.0,95.0,0.49,87.0,86.0,Promo Bags,Estimate,Medium
419.0,Jute Bag - Heavy Duty Retail,29.0,16.0,93.0,0.55,83.0,98.0,Heavy Retail Bags,Estimate,Medium
420.0,Jute Bag - Drawstring,21.0,9.0,95.0,0.48,88.0,84.0,Gift Bags,Estimate,Medium
421.0,PLA Sheet - Retail Food Grade,50.0,12.0,80.0,0.55,70.0,125.0,Food Packs,Literature,High
422.0,PLA Sheet - Industrial,52.0,13.0,78.0,0.6,68.0,130.0,Electronics,Estimate,Medium
423.0,PLA Sheet - High Impact,55.0,14.0,75.0,0.65,65.0,135.0,Durables,Estimate,Medium
424.0,PLA Sheet - Printing Grade,49.0,11.0,80.0,0.56,70.0,122.0,Print Packaging,Estimate,Medium
425.0,PLA Sheet - Barrier Coated,51.0,12.0,78.0,0.6,68.0,128.0,Snacks,Estimate,Medium
426.0,Polylactic Acid Blend - Bottle,48.0,11.0,80.0,0.5,70.0,120.0,Bottles,Estimate,Medium
427.0,Polylactic Acid Blend - Sheet High Barrier,47.0,11.0,78.0,0.55,68.0,123.0,Snacks,Estimate,Medium
428.0,Polylactic Acid Blend - Film High Clarity,45.0,10.0,80.0,0.5,70.0,118.0,Window Packs,Estimate,Medium
429.0,Polylactic Acid Blend - Foamable,42.0,9.0,80.0,0.6,65.0,115.0,Foam Packs,Estimate,Medium
430.0,Polylactic Acid Blend - Injection Grade,50.0,12.0,78.0,0.58,68.0,125.0,Closures,Estimate,Medium
431.0,Biodegradable Film - High Clarity,31.0,8.0,85.0,0.6,65.0,106.0,Confectionery,Estimate,Medium
432.0,Biodegradable Film - Matte Finish,29.0,7.0,87.0,0.59,67.0,104.0,Snacks,Estimate,Medium
433.0,Biodegradable Film - Metallized,33.0,8.0,80.0,0.7,60.0,112.0,Snacks,Estimate,Medium
434.0,Biodegradable Film - Printed,30.0,8.0,85.0,0.62,65.0,108.0,Brand Packs,Estimate,Medium
435.0,Biodegradable Film - Anti-fog,31.0,8.0,85.0,0.61,65.0,109.0,Fresh Produce,Estimate,Medium
436.0,Aluminum Foil - Household Heavy,65.0,15.0,1.0,7.8,90.0,140.0,Household,Estimate,Medium
437.0,Aluminum Foil - Converter Grade,68.0,18.0,1.0,8.1,90.0,150.0,Converters,Estimate,Medium
438.0,Aluminum Foil - Bare Pharma,72.0,18.0,1.0,8.3,92.0,160.0,Pharma,Literature,High
439.0,Aluminum Foil - Lacquered Pharma,74.0,19.0,1.0,8.4,90.0,165.0,Pharma,Estimate,Medium
440.0,Aluminum Foil - Flexible Laminates,70.0,20.0,1.0,8.5,85.0,155.0,Snack Packs,Estimate,Medium
441.0,Glass Bottle - Cosmetics,80.0,15.0,0.0,2.4,95.0,120.0,Cosmetics,Literature,High
442.0,Glass Bottle - Pharma Syrup,85.0,18.0,0.0,2.5,95.0,118.0,Pharma,Estimate,Medium
443.0,Glass Bottle - Oil,88.0,20.0,0.0,2.6,95.0,122.0,Edible Oil,Estimate,Medium
444.0,Glass Bottle - Sauce,83.0,17.0,0.0,2.4,95.0,118.0,Sauces,Estimate,Medium
445.0,Glass Bottle - Spirit,92.0,22.0,0.0,2.7,95.0,130.0,Spirits,Estimate,Medium
446.0,Steel Can - Beverage,78.0,19.0,0.0,6.0,90.0,100.0,Beverages,Literature,High
447.0,Steel Can - Food 3-piece,80.0,22.0,0.0,6.1,90.0,102.0,Canned Food,Estimate,Medium
448.0,Steel Can - Food 2-piece,82.0,23.0,0.0,6.2,90.0,104.0,Canned Food,Estimate,Medium
449.0,Steel Can - Paint,85.0,24.0,0.0,6.3,90.0,108.0,Paints,Estimate,Medium
450.0,Steel Can - Aerosol Food,78.0,19.0,0.0,6.1,88.0,106.0,Edible Aerosols,Estimate,Medium
451.0,Mixed Plastic (HDPE+PET) - Bottle,62.0,16.0,1.0,3.6,60.0,92.0,Bottles,Estimate,Medium
452.0,Mixed Plastic (HDPE+PET) - Container,60.0,15.0,1.0,3.5,60.0,90.0,Tubs,Estimate,Medium
453.0,Mixed Plastic (HDPE+PET) - Rigid Thin Wall,58.0,14.0,1.0,3.4,60.0,88.0,Trays,Estimate,Medium
454.0,Mixed Plastic (HDPE+PET) - Pallet Components,65.0,18.0,1.0,3.7,55.0,95.0,Pallet Parts,Estimate,Medium
455.0,Mixed Plastic (HDPE+PET) - Edge Protectors,60.0,15.0,1.0,3.5,58.0,92.0,Edge Protectors,Estimate,Medium
456.0,Recycled Mixed Plastic - Bottle,60.0,15.0,1.0,2.0,70.0,87.0,Non-food Bottles,Estimate,Medium
457.0,Recycled Mixed Plastic - Container,58.0,14.0,1.0,1.9,70.0,85.0,Tubs,Estimate,Medium
458.0,Recycled Mixed Plastic - Sheet High Density,62.0,16.0,1.0,2.2,65.0,90.0,Boards,Estimate,Medium
459.0,Recycled Mixed Plastic - Film Low Gauge,52.0,13.0,1.0,1.8,72.0,82.0,Films,Estimate,Medium
460.0,Recycled Mixed Plastic - Foam High Resilience,48.0,11.0,1.0,1.7,70.0,80.0,Foam Packs,Estimate,Medium
461.0,PLA Compostable Pack - Salad Bowl,50.0,10.0,85.0,0.55,70.0,118.0,Salad Packs,Estimate,Medium
462.0,PLA Compostable Pack - Soup Bowl,52.0,11.0,80.0,0.6,68.0,120.0,Soup Packs,Estimate,Medium
463.0,PLA Compostable Pack - Flat Tray,48.0,9.0,88.0,0.54,70.0,116.0,Trays,Estimate,Medium
464.0,PLA Compostable Pack - Hinged Lid,49.0,9.0,86.0,0.55,70.0,117.0,Clamshells,Estimate,Medium
465.0,PLA Compostable Pack - Lid Only,47.0,8.0,88.0,0.52,70.0,114.0,Lids,Estimate,Medium
466.0,Paper Pulp Tray - Fruit Punnet,13.0,9.0,80.0,0.88,88.0,50.0,Fruit Punnets,Estimate,Medium
467.0,Paper Pulp Tray - Meat Tray,15.0,11.0,78.0,0.95,85.0,55.0,Meat Packs,Estimate,Medium
468.0,Paper Pulp Tray - Egg Tray,12.0,10.0,84.0,0.9,88.0,48.0,Egg Packs,Literature,High
469.0,Paper Pulp Tray - Industrial,16.0,12.0,75.0,1.0,85.0,60.0,Parts Packaging,Estimate,Medium
470.0,Paper Pulp Tray - Cosmetic,11.0,8.0,85.0,0.87,90.0,52.0,Cosmetics,Estimate,Medium
471.0,Cardboard Sleeve - Beverage Multipack,17.0,14.0,5.0,1.15,90.0,45.0,Drinks Multipacks,Estimate,Medium
472.0,Cardboard Sleeve - Cosmetics,15.0,10.0,5.0,1.05,92.0,42.0,Beauty Packs,Estimate,Medium
473.0,Cardboard Sleeve - Confectionery,14.0,9.0,5.0,1.02,92.0,40.0,Chocolate Packs,Estimate,Medium
474.0,Cardboard Sleeve - Frozen Foods,16.0,12.0,5.0,1.1,90.0,44.0,Frozen Packs,Estimate,Medium
475.0,Cardboard Sleeve - Ready Meals,16.0,12.0,5.0,1.1,90.0,44.0,Ready Meals,Estimate,Medium
