material_id,material_type,strength_mpa,weight_capacity,biodegradability_percent,co2_emission_score,recyclability_percent,cost_per_kg,industry_use_case
MAT_0245,Paper/Bio-Based,20,30,98,0.47,94,1.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection"
MAT_0246,Plastic,50,70,0,1.15,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0247,Plastic,50,70,0,1.06,87,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0248,Plastic,50,70,0,2.05,73,1.5,"Low-Value Goods, Secondary Protection for Non-Fragile Items"
MAT_0249,Plastic,50,70,0,1.21,94,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0250,Steel,250,500,0,3.48,97,2.5,"Heavy Industrial Components, High-Security Goods"
MAT_0251,Cardboard,32,50,95,0.72,98,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0252,Paper/Bio-Based,20,30,98,0.5,100,1.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection"
MAT_0253,Plastic,50,70,0,1.15,92,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0254,Cardboard,32,50,95,0.76,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0255,Plastic,50,70,0,1.06,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0256,Plastic,50,70,0,0.95,87,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0257,Cardboard,32,50,95,0.73,97,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0258,Plastic,50,70,0,1.21,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0259,Paper/Bio-Based,20,30,98,0.52,99,1.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection"
MAT_0260,Cardboard,32,50,95,0.92,94,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0261,Plastic,50,70,0,2.14,76,1.5,"Low-Value Goods, Secondary Protection for Non-Fragile Items"
MAT_0262,Plastic,50,70,0,1.14,95,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0263,Cardboard,32,50,95,0.79,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0264,Plastic,50,70,0,1.06,84,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0265,Paper/Bio-Based,20,30,98,0.5,100,1.0,"Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection"
MAT_0266,Cardboard,32,50,95,0.92,94,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0267,Plastic,50,70,0,0.92,82,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0268,Plastic,50,70,0,1.21,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0269,Steel,250,500,0,3.56,97,2.5,"Heavy Industrial Components, High-Security Goods"
MAT_0270,Cardboard,32,50,95,0.85,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0271,Plastic,50,70,0,0.98,95,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0272,Plastic,50,70,0,1.15,92,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0273,Cardboard,32,50,95,0.72,98,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0274,Cardboard,32,50,95,0.85,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0275,Plastic,50,70,0,1.06,87,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0276,Plastic,50,70,0,1.18,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0277,Cardboard,32,50,95,0.73,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0278,Plastic,50,70,0,1.06,87,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0279,Plastic,50,70,0,1.18,94,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0280,Steel,250,500,0,3.67,96,2.5,"Heavy Industrial Components, High-Security Goods"
MAT_0281,Cardboard,32,50,95,0.85,96,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0282,Plastic,50,70,0,1.2,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0283,Cardboard,32,50,95,0.73,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0284,Plastic,50,70,0,0.92,85,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0285,Cardboard,32,50,95,0.85,98,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0286,Plastic,50,70,0,1.12,92,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0287,Cardboard,32,50,95,0.72,98,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0288,Plastic,50,70,0,1.01,88,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0289,Cardboard,32,50,95,0.92,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0290,Plastic,50,70,0,1.15,87,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0291,Plastic,50,70,0,1.07,82,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0292,Cardboard,32,50,95,0.73,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0293,Plastic,50,70,0,1.19,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0294,Cardboard,32,50,95,0.79,97,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0295,Plastic,50,70,0,1.08,87,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0296,Plastic,50,70,0,1.12,85,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0297,Cardboard,32,50,95,0.73,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0298,Plastic,50,70,0,0.92,95,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0299,Plastic,50,70,0,1.21,85,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0300,Cardboard,32,50,95,0.77,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0301,Plastic,50,70,0,1.01,85,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0302,Plastic,50,70,0,1.22,95,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0303,Cardboard,32,50,95,0.85,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0304,Plastic,50,70,0,1.0,82,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0305,Plastic,50,70,0,1.15,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0306,Cardboard,32,50,95,0.72,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0307,Plastic,50,70,0,0.96,88,1.5,"Electronics, Medium-Value Goods, Retail Logistics"
MAT_0308,Plastic,50,70,0,1.19,87,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0309,Cardboard,32,50,95,0.79,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0310,Plastic,50,70,0,1.06,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0311,Cardboard,32,50,95,0.85,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0312,Plastic,50,70,0,1.18,85,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0313,Cardboard,32,50,95,0.78,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0314,Plastic,50,70,0,1.18,95,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0315,Cardboard,32,50,95,0.73,97,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0316,Plastic,50,70,0,1.21,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0317,Cardboard,32,50,95,0.79,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0318,Plastic,50,70,0,1.2,85,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0319,Cardboard,32,50,95,0.78,98,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0320,Plastic,50,70,0,1.15,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0321,Cardboard,32,50,95,0.85,96,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0322,Plastic,50,70,0,1.15,92,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0323,Cardboard,32,50,95,0.92,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0324,Plastic,50,70,0,1.06,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0325,Cardboard,32,50,95,0.79,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0326,Plastic,50,70,0,1.21,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0327,Cardboard,32,50,95,0.92,94,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0328,Plastic,50,70,0,1.12,85,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0329,Cardboard,32,50,95,0.79,97,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0330,Plastic,50,70,0,1.15,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0331,Cardboard,32,50,95,0.73,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0332,Plastic,50,70,0,1.21,95,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0333,Cardboard,32,50,95,0.72,98,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0334,Plastic,50,70,0,1.15,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0335,Cardboard,32,50,95,0.77,96,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0336,Plastic,50,70,0,1.2,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0337,Cardboard,32,50,95,0.76,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0338,Plastic,50,70,0,1.18,94,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0339,Cardboard,32,50,95,0.85,94,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0340,Plastic,50,70,0,1.18,85,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0341,Cardboard,32,50,95,0.79,97,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0342,Plastic,50,70,0,1.21,92,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0343,Cardboard,32,50,95,0.78,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0344,Plastic,50,70,0,1.15,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0345,Cardboard,32,50,95,0.77,96,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0346,Plastic,50,70,0,1.19,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0347,Cardboard,32,50,95,0.72,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0348,Plastic,50,70,0,1.14,95,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0349,Cardboard,32,50,95,0.85,98,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0350,Plastic,50,70,0,1.15,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0351,Cardboard,32,50,95,0.92,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0352,Plastic,50,70,0,1.21,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0353,Cardboard,32,50,95,0.73,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0354,Plastic,50,70,0,1.18,85,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0355,Cardboard,32,50,95,0.73,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0356,Plastic,50,70,0,1.06,87,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0357,Cardboard,32,50,95,0.72,97,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0358,Plastic,50,70,0,1.22,92,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0359,Cardboard,32,50,95,0.85,96,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0360,Plastic,50,70,0,1.15,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0361,Cardboard,32,50,95,0.78,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0362,Plastic,50,70,0,1.21,95,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0363,Cardboard,32,50,95,0.92,98,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0364,Plastic,50,70,0,1.2,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0365,Cardboard,32,50,95,0.76,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0366,Plastic,50,70,0,1.13,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0367,Cardboard,32,50,95,0.8,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0368,Plastic,50,70,0,1.12,85,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0369,Cardboard,32,50,95,0.73,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0370,Plastic,50,70,0,1.15,87,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0371,Cardboard,32,50,95,0.79,97,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0372,Plastic,50,70,0,1.15,92,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0373,Cardboard,32,50,95,0.77,96,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0374,Plastic,50,70,0,1.19,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0375,Cardboard,32,50,95,0.72,98,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0376,Plastic,50,70,0,1.21,95,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0377,Cardboard,32,50,95,0.92,94,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0378,Plastic,50,70,0,1.2,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0379,Cardboard,32,50,95,0.76,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0380,Plastic,50,70,0,1.13,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0381,Cardboard,32,50,95,0.8,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0382,Plastic,50,70,0,1.12,85,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0383,Cardboard,32,50,95,0.73,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0384,Plastic,50,70,0,1.06,87,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0385,Cardboard,32,50,95,0.72,97,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0386,Plastic,50,70,0,1.22,92,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0387,Cardboard,32,50,95,0.85,96,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0388,Plastic,50,70,0,1.15,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0389,Cardboard,32,50,95,0.78,98,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0390,Plastic,50,70,0,1.14,95,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0391,Cardboard,32,50,95,0.92,94,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0392,Plastic,50,70,0,1.2,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0393,Cardboard,32,50,95,0.76,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0394,Plastic,50,70,0,1.13,88,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0395,Cardboard,32,50,95,0.79,99,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0396,Plastic,50,70,0,1.18,85,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0397,Cardboard,32,50,95,0.73,100,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0398,Plastic,50,70,0,1.15,87,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0399,Cardboard,32,50,95,0.79,97,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0400,Plastic,50,70,0,1.15,92,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0401,Cardboard,32,50,95,0.77,96,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0402,Plastic,50,70,0,1.19,90,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
MAT_0403,Cardboard,32,50,95,0.72,98,1.2,"E-commerce, Food & Beverage, Consumer Goods, Apparel"
MAT_0404,Plastic,50,70,0,1.186774193548387,95,1.5,"Industrial Components, Heavy Machinery, Automotive Parts"
